X,Y,OBJECTID,ticket_number,issued_date,location,description,status,amount
,,6706,415522D,2023/01/30 12:20:00+00,1010 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6707,231500920,2023/02/08 10:26:00+00,200 BANK ALLEY,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25
,,6708,415523D,2023/01/30 12:20:00+00,1102 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6709,231500921,2023/02/08 10:27:00+00,200 BANK ALLEY,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25
-8476769.72062886,5319449.27025695,6710,415464D,2023/01/24 10:28:00+00,300 WASHINGTON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,25
-8476763.20839211,5320569.43458757,6711,230900682,2023/02/08 10:28:00+00,600 TOWNSEND ST S,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25
-8471637.11286053,5319168.22192752,6712,415524D,2023/01/30 12:40:00+00,136 MILNOR AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6713,231500922,2023/02/08 10:28:00+00,200 BANK ALLEY,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25
-8476763.20839211,5320569.43458757,6714,230900681,2023/02/08 10:28:00+00,600 TOWNSEND ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,25
,,6715,415466D,2023/01/24 10:30:00+00,200 JEFFERSON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,25
-8474106.73581135,5317636.99981431,6716,415525D,2023/01/30 12:50:00+00,737 ACKERMAN AVE,PRKD BLOCKING DRVWY/ALL CO15-316 (A)2,Third Notice,60
,,6717,415528D,2023/01/30 19:00:00+00,700 COMSTOCK AVE,PRKD 12 IN FROM CURB/ALL CO15-301,Paid In Full,25
,,6718,415527D,2023/01/30 19:00:00+00,700 COMSTOCK AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25
-8476763.20839211,5320569.43458757,6719,230900683,2023/02/08 10:29:00+00,600 TOWNSEND ST S,NO STOPPING ANY TIME CO15-316 (A)14,Third Notice,25
,,6720,415529D,2023/01/30 22:00:00+00,100 COMSTOCK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6721,415467D,2023/01/24 10:35:00+00,300 ONONDAGA STREET,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,25
,,6722,415530D,2023/01/30 22:00:00+00,100 COMSTOCK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,6723,415531D,2023/01/30 22:00:00+00,100 COMSTOCK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8476769.72062886,5319449.27025695,6724,231500923,2023/02/08 10:35:00+00,300 WASHINGTON ST E,FIRE LANE/ALL TIMES CO15-316 (A)14,Paid In Full,60
-8474776.48947218,5318770.65587089,6725,415532D,2023/01/30 22:10:00+00,209 COMSTOCK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6726,415470D,2023/01/24 11:15:00+00,300 OAK ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8476769.72062886,5319449.27025695,6727,231500924,2023/02/08 10:35:00+00,300 WASHINGTON ST E,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Paid In Full,60
-8474776.48954695,5318750.09247068,6728,415533D,2023/01/30 22:10:00+00,211 COMSTOCK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8473734.03816863,5318103.05703143,6729,415534D,2023/01/30 22:20:00+00,111 TRINITY PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6730,415471D,2023/01/24 11:16:00+00,300 OAK ST,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,25
,,6731,415535D,2023/01/30 22:30:00+00,107 CAMBRIDGE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60
,,6732,393920D,2023/01/23 20:09:00+00,500 TENNYSON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
-8473431.47173925,5318438.90674612,6733,415536D,2023/01/30 22:30:00+00,236 CAMBRIDGE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6734,415472D,2023/01/24 11:20:00+00,400 ELM ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6735,393041D,2023/01/23 20:14:00+00,500 TENNYSON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6736,415537D,2023/01/30 22:30:00+00,755 ALLEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8477729.51729065,5320034.70046295,6737,231500925,2023/02/08 10:43:00+00,400 GENESEE ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,25
,,6738,415538D,2023/01/30 22:30:00+00,1111 EUCLID AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8477729.51729065,5320034.70046295,6739,231500926,2023/02/08 10:43:00+00,400 GENESEE ST E,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Third Notice,100
,,6740,415539D,2023/01/30 22:45:00+00,703 ROOSEVELT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6741,415474D,2023/01/24 11:29:00+00,1600 HAWLEY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8474513.49725085,5319312.17248674,6742,415473D,2023/01/24 11:23:00+00,300 BEECH ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6743,231500928,2023/02/08 10:51:00+00,200 JEFFERSON ST E,NONE/ONE LICENSE PLATE/ALL VTL402-1,Third Notice,25
,,6744,415540D,2023/01/30 22:48:00+00,751 ACKERMAN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,6745,415479D,2023/01/24 11:42:00+00,300  HIXON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
-8478661.26137678,5316781.70843512,6746,231500927,2023/02/08 10:47:00+00,300 ONONDAGA ST E,NONE/ONE LICENSE PLATE/ALL VTL402-1,Paid In Full,25
,,6747,408288D,2023/01/30 19:23:00+00,800 LIVINGSTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Denied ,60
,,6748,415541D,2023/01/30 22:48:00+00,721 LIVINGSTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6749,415542D,2023/01/30 22:50:00+00,705 STRATFORD ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6750,415544D,2023/01/30 23:00:00+00,611 CUMBERLAND AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60
,,6751,415546D,2023/01/30 23:18:00+00,641 CUMBERLAND AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
-8472787.76675675,5317129.8464034,6752,415545D,2023/01/30 23:18:00+00,633 CUMBERLAND AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8473157.45881022,5318234.65375716,6753,415549D,2023/01/30 23:30:00+00,210 FELLOWS AVE,LEFT WHEELS TO CURB/ALL CO15-301,Third Notice,25
,,6754,415548D,2023/01/30 23:30:00+00,261 FELLOWS AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6755,415547D,2023/01/30 23:18:00+00,641 CUMBERLAND AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25
,,6756,393045D,2023/01/23 21:30:00+00,300 CALTHROP AVE W,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6757,393044D,2023/01/23 21:27:00+00,300 CALTHROP AVE W,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6758,393046D,2023/01/23 21:33:00+00,300 CALTHROP AVE W,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
-8476458.63832611,5314390.32306197,6759,393048D,2023/01/23 21:39:00+00,200 CALTHROP AVE W,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8476458.63832611,5314390.32306197,6760,393047D,2023/01/23 21:37:00+00,200 CALTHROP AVE W,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6761,415550D,2023/01/30 23:30:00+00,468 WESTMORELAND AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8472662.5323129,5319007.82254411,6762,415552D,2023/01/30 23:30:00+00,365 BRUCE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6763,350580D,2023/01/30 19:29:00+00,500 WHITTIER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60
,,6764,415551D,2023/01/30 23:38:00+00,465 WESTMORELAND AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6765,408281D,2023/01/30 18:56:00+00,700 LIVINGSTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8480878.91268836,5318714.44950681,6766,350581D,2023/01/30 19:32:00+00,400 WHITTIER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8480590.37257533,5318863.87672095,6767,350585D,2023/01/30 19:49:00+00,300 WHITTIER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8480878.91268836,5318714.44950681,6768,350583D,2023/01/30 19:40:00+00,400 WHITTIER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8480590.37257533,5318863.87672095,6769,350586D,2023/01/30 19:51:00+00,300 WHITTIER AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,25
,,6770,230700795,2023/02/08 11:35:00+00,200 WARREN ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25
,,6771,230700796,2023/02/08 11:35:00+00,200 WARREN ST,NONE/ONE LICENSE PLATE/ALL VTL402-1,Paid In Full,25
,,6772,230700797,2023/02/08 11:35:00+00,200 WARREN ST,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25
,,6773,408282D,2023/01/30 19:02:00+00,700 LIVINGSTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6774,350589D,2023/01/30 20:05:00+00,200 WHITTIER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6775,350588D,2023/01/30 19:59:00+00,200 WHITTIER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6776,230900684,2023/02/08 11:37:00+00,100 THORNDON PARK,LIMITED PARKING ONLY 9 AM-6 PM CO15-365,Paid In Full,25
-8480590.37257533,5318863.87672095,6777,350587D,2023/01/30 19:55:00+00,300 WHITTIER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6778,350590D,2023/01/30 20:13:00+00,100 WHITTIER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6779,408284D,2023/01/30 19:05:00+00,700 LIVINGSTON AVE,MISC,Paid In Full,25
-8479925.62820381,5319783.79727715,6780,350592D,2023/01/30 21:56:00+00,300 APPLE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6781,230700798,2023/02/08 11:40:00+00,200 WASHINGTON ST E,NONE/ONE LICENSE PLATE/ALL VTL402-1,Paid In Full,25
-8478661.26137678,5316781.70843512,6782,230700799,2023/02/08 11:44:00+00,300 ONONDAGA ST E,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25
,,6783,408285D,2023/01/30 19:06:00+00,700 LIVINGSTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6784,408286D,2023/01/30 19:12:00+00,600 LIVINGSTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6785,408287D,2023/01/30 19:21:00+00,800 LIVINGSTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8479925.62820381,5319783.79727715,6786,350594D,2023/01/30 22:04:00+00,300 APPLE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60
,,6787,350595D,2023/01/30 22:25:00+00,600 PARK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6788,350596D,2023/01/30 22:29:00+00,600 PARK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6789,391041D,2023/01/30 00:00:00+00,1000 MADISON ST,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25
,,6790,408289D,2023/01/30 19:26:00+00,800 LIVINGSTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6791,408290D,2023/01/30 19:30:00+00,800 LIVINGSTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6792,386276D,2023/01/30 00:29:00+00,1000 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6793,386277D,2023/01/30 00:32:00+00,1000 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8472805.8005025,5321663.67826143,6794,395255D,2023/02/04 10:41:00+00,300 STAFFORD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60
-8472805.8005025,5321663.67826143,6795,395174D,2023/02/04 10:43:00+00,300 STAFFORD AVE,NONE/ONE LICENSE PLATE/ALL VTL402-1,Adjudication Pending ,25
,,6796,397022D,2023/01/30 02:52:00+00,132 JOHN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8474845.1179769,5318847.42590362,6797,386278D,2023/01/30 00:38:00+00,200 COMSTOCK PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8473848.25193024,5318170.2259865,6798,386279D,2023/01/30 00:52:00+00,100 JUDSON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6799,386280D,2023/01/30 01:02:00+00,1000 CHERRY ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6800,397023D,2023/01/30 02:52:00+00,132 JOHN ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25
,,6801,396666D,2023/01/30 22:27:00+00,200 LAKEVIEW AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6802,396672D,2023/01/30 23:35:00+00,100 LAKEVIEW AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6803,396668D,2023/01/30 23:04:00+00,200 LAKEVIEW AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6804,396669D,2023/01/30 23:04:00+00,200 LAKEVIEW AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,25
,,6805,396674D,2023/01/30 23:41:00+00,100 LAKEVIEW AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6806,396673D,2023/01/30 23:38:00+00,100 LAKEVIEW AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60
,,6807,396676D,2023/01/30 23:45:00+00,100 LAKEVIEW AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6808,396675D,2023/01/30 23:41:00+00,100 LAKEVIEW AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,25
,,6809,377178D,2023/01/30 22:33:00+00,200 LAKEVIEW AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6810,395150D,2023/01/30 11:55:00+00,700 OAK ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6811,377197D,2023/02/04 01:35:00+00,100 BURNET AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8473661.40219714,5321404.5036524,6812,395153D,2023/01/30 15:11:00+00,500 HIXSON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6813,395152D,2023/01/30 12:51:00+00,1400 LANCASTER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6814,395107D,2023/01/30 11:48:00+00,700 OAK ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6815,376338D,2023/01/30 06:18:00+00,300 VANN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6816,376339D,2023/01/30 06:18:00+00,300 VANN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
-8473027.21500238,5316711.80818108,6817,395110D,2023/01/30 13:11:00+00,700 MEADOWBROOK  DR,OBSTRUCTING TRAFFIC/ALL CO15-317,Third Notice,60
-8473027.21500238,5316711.80818108,6818,395109D,2023/01/30 13:07:00+00,700 MEADOWBROOK  DR,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,25
,,6819,230100313,2023/02/08 13:40:00+00,800 WALNUT AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25
,,6820,230100314,2023/02/08 13:40:00+00,800 WALNUT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
-8474671.79356647,5321175.50364756,6821,376340D,2023/01/30 06:25:00+00,100 DOROTHY ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6822,230100315,2023/02/08 13:43:00+00,800 WALNUT AVE,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25
,,6823,376342D,2023/01/30 18:37:00+00,200 DORCHESTER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6824,230100316,2023/02/08 13:43:00+00,800 WALNUT AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25
-8474443.86689094,5320692.8391066,6825,376341D,2023/01/30 06:28:00+00,100 ROBINSON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6826,376343D,2023/01/30 06:48:00+00,400 DOUGLAS ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6827,230100317,2023/02/08 13:44:00+00,800 WALNUT AVE,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25
,,6828,230100318,2023/02/08 13:44:00+00,800 WALNUT AVE,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25
,,6829,376344D,2023/01/30 06:50:00+00,700 OAK ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6830,376345D,2023/01/30 06:50:00+00,700 OAK ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6831,376346D,2023/01/30 06:51:00+00,700 OAK ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6832,376347D,2023/01/30 07:01:00+00,300 PARK ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6833,230900685,2023/02/08 13:46:00+00,800 WALNUT AVE,NO PRKNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25
,,6834,230100319,2023/02/08 13:46:00+00,800 WALNUT AVE,NO PARKING ANY TIME CO15-316 (A)14,Third Notice,25
,,6835,230100320,2023/02/08 13:49:00+00,100 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6836,230900686,2023/02/08 13:50:00+00,100 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6837,230900687,2023/02/08 13:51:00+00,100 WALNUT PL,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,6838,230100321,2023/02/08 13:51:00+00,100 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6839,230900688,2023/02/08 13:51:00+00,100 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8475840.48123151,5320232.13712324,6840,393015D,2023/01/30 09:37:00+00,200 GREEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,6841,230100322,2023/02/08 13:52:00+00,100 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8475840.48123151,5320232.13712324,6842,393016D,2023/01/30 09:40:00+00,200 GREEN ST,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,25
,,6843,230900689,2023/02/08 13:52:00+00,100 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
,,6844,230100323,2023/02/08 13:53:00+00,100 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8475090.07642446,5318437.53591902,6845,230900690,2023/02/08 13:55:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8477789.12891569,5317473.88538145,6846,393017D,2023/01/30 09:45:00+00,200 LINCOLN PK DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
-8475090.07642446,5318437.53591902,6847,230100324,2023/02/08 13:55:00+00,200 WALNUT PL,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,6848,393018D,2023/01/30 09:46:00+00,100 LINCOLN PK DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8475090.07642446,5318437.53591902,6849,230100325,2023/02/08 13:55:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8475090.07642446,5318437.53591902,6850,230900691,2023/02/08 13:56:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8475090.07642446,5318437.53591902,6851,230100327,2023/02/08 13:57:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8475090.07642446,5318437.53591902,6852,230100326,2023/02/08 13:56:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8475090.07642446,5318437.53591902,6853,230900692,2023/02/08 13:57:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8475090.07642446,5318437.53591902,6854,230900693,2023/02/08 13:59:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8475090.07642446,5318437.53591902,6855,230100328,2023/02/08 13:59:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60
-8475107.10843412,5318278.51990242,6856,230100331,2023/02/08 14:03:00+00,300 WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25
-8475107.10843412,5318278.51990242,6857,230100330,2023/02/08 14:02:00+00,300 WALNUT PL,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25
-8475107.10843412,5318278.51990242,6858,230100329,2023/02/08 14:01:00+00,300 WALNUT PL,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,25
-8475107.10843412,5318278.51990242,6859,230900694,2023/02/08 14:01:00+00,300 WALNUT PL,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,25
-8475107.10843412,5318278.51990242,6860,230900695,2023/02/08 14:03:00+00,300 WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,25
-8475107.10843412,5318278.51990242,6861,230100332,2023/02/08 14:04:00+00,300 WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25
-8475107.10843412,5318278.51990242,6862,230900696,2023/02/08 14:05:00+00,300 WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25
-8475107.10843412,5318278.51990242,6863,230900697,2023/02/08 14:05:00+00,300 WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25
-8475107.10843412,5318278.51990242,6864,230100333,2023/02/08 14:06:00+00,300 WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25
-8475107.10843412,5318278.51990242,6865,230100334,2023/02/08 14:06:00+00,300 WALNUT PL,NONE/ONE LICENSE PLATE/ALL VTL402-1,Third Notice,25
,,6866,230100337,2023/02/08 14:09:00+00,300 WAVERLY AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,25
,,6867,230100335,2023/02/08 14:09:00+00,300 WAVERLY AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Third Notice,60
,,6868,230900698,2023/02/08 14:09:00+00,300 WAVERLY AVE,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Third Notice,100
,,6869,230100336,2023/02/08 14:09:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Third Notice,25
,,6870,230100338,2023/02/08 14:11:00+00,300 WAVERLY AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,60
,,6871,393019D,2023/01/30 09:48:00+00,100 LINCOLN PK DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6872,230100339,2023/02/08 14:11:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25
,,6873,230900700,2023/02/08 14:11:00+00,300 WAVERLY AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Third Notice,60
,,6874,230900699,2023/02/08 14:11:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Third Notice,25
,,6875,230900701,2023/02/08 14:11:00+00,300 WAVERLY AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,25
,,6876,230900703,2023/02/08 14:12:00+00,300 WAVERLY AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Third Notice,60
,,6877,230900702,2023/02/08 14:12:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Third Notice,25
,,6878,230100341,2023/02/08 14:13:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25
,,6879,230100340,2023/02/08 14:13:00+00,300 WAVERLY AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,60
,,6880,230900704,2023/02/08 14:15:00+00,900 WALNUT AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Third Notice,25
,,6881,230900706,2023/02/08 14:18:00+00,900 WALNUT AVE,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25
,,6882,230900705,2023/02/08 14:17:00+00,900 WALNUT AVE,PARKED IN LOADING ZONE/ALL CO15-329,Adjudication Pending ,25
,,6883,393021D,2023/01/30 09:52:00+00,100 LINCOLN PK DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,6884,230900707,2023/02/08 14:20:00+00,900 WALNUT AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25
